sentences/sentence/0/text,sentences/sentence/0/Opinions/Opinion/0/_target,sentences/sentence/0/Opinions/Opinion/0/_category,sentences/sentence/0/Opinions/Opinion/0/_polarity,sentences/sentence/0/Opinions/Opinion/0/_from,sentences/sentence/0/Opinions/Opinion/0/_to,sentences/sentence/0/_id,_rid,sentences/sentence/0/Opinions/Opinion/1/_target,sentences/sentence/0/Opinions/Opinion/1/_category,sentences/sentence/0/Opinions/Opinion/1/_polarity,sentences/sentence/0/Opinions/Opinion/1/_from,sentences/sentence/0/Opinions/Opinion/1/_to,sentences/sentence/1/text,sentences/sentence/1/Opinions/Opinion/0/_target,sentences/sentence/1/Opinions/Opinion/0/_category,sentences/sentence/1/Opinions/Opinion/0/_polarity,sentences/sentence/1/Opinions/Opinion/0/_from,sentences/sentence/1/Opinions/Opinion/0/_to,sentences/sentence/1/_id,sentences/sentence/2/text,sentences/sentence/2/Opinions/Opinion/0/_target,sentences/sentence/2/Opinions/Opinion/0/_category,sentences/sentence/2/Opinions/Opinion/0/_polarity,sentences/sentence/2/Opinions/Opinion/0/_from,sentences/sentence/2/Opinions/Opinion/0/_to,sentences/sentence/2/_id,sentences/sentence/3/text,sentences/sentence/3/Opinions/Opinion/0/_target,sentences/sentence/3/Opinions/Opinion/0/_category,sentences/sentence/3/Opinions/Opinion/0/_polarity,sentences/sentence/3/Opinions/Opinion/0/_from,sentences/sentence/3/Opinions/Opinion/0/_to,sentences/sentence/3/_id,sentences/sentence/1/Opinions/Opinion/1/_target,sentences/sentence/1/Opinions/Opinion/1/_category,sentences/sentence/1/Opinions/Opinion/1/_polarity,sentences/sentence/1/Opinions/Opinion/1/_from,sentences/sentence/1/Opinions/Opinion/1/_to,sentences/sentence/0/Opinions/Opinion/2/_target,sentences/sentence/0/Opinions/Opinion/2/_category,sentences/sentence/0/Opinions/Opinion/2/_polarity,sentences/sentence/0/Opinions/Opinion/2/_from,sentences/sentence/0/Opinions/Opinion/2/_to,sentences/sentence/0/Opinions/Opinion/3/_target,sentences/sentence/0/Opinions/Opinion/3/_category,sentences/sentence/0/Opinions/Opinion/3/_polarity,sentences/sentence/0/Opinions/Opinion/3/_from,sentences/sentence/0/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/1/_target,sentences/sentence/2/Opinions/Opinion/1/_category,sentences/sentence/2/Opinions/Opinion/1/_polarity,sentences/sentence/2/Opinions/Opinion/1/_from,sentences/sentence/2/Opinions/Opinion/1/_to,sentences/sentence/1/Opinions/Opinion/2/_target,sentences/sentence/1/Opinions/Opinion/2/_category,sentences/sentence/1/Opinions/Opinion/2/_polarity,sentences/sentence/1/Opinions/Opinion/2/_from,sentences/sentence/1/Opinions/Opinion/2/_to,sentences/sentence/3/Opinions/Opinion/1/_target,sentences/sentence/3/Opinions/Opinion/1/_category,sentences/sentence/3/Opinions/Opinion/1/_polarity,sentences/sentence/3/Opinions/Opinion/1/_from,sentences/sentence/3/Opinions/Opinion/1/_to,sentences/sentence/4/text,sentences/sentence/4/Opinions/Opinion/0/_target,sentences/sentence/4/Opinions/Opinion/0/_category,sentences/sentence/4/Opinions/Opinion/0/_polarity,sentences/sentence/4/Opinions/Opinion/0/_from,sentences/sentence/4/Opinions/Opinion/0/_to,sentences/sentence/4/_id,sentences/sentence/5/text,sentences/sentence/5/Opinions/Opinion/0/_target,sentences/sentence/5/Opinions/Opinion/0/_category,sentences/sentence/5/Opinions/Opinion/0/_polarity,sentences/sentence/5/Opinions/Opinion/0/_from,sentences/sentence/5/Opinions/Opinion/0/_to,sentences/sentence/5/_id,sentences/sentence/6/text,sentences/sentence/6/Opinions/Opinion/0/_target,sentences/sentence/6/Opinions/Opinion/0/_category,sentences/sentence/6/Opinions/Opinion/0/_polarity,sentences/sentence/6/Opinions/Opinion/0/_from,sentences/sentence/6/Opinions/Opinion/0/_to,sentences/sentence/6/_id,sentences/sentence/0/Opinions/Opinion/4/_target,sentences/sentence/0/Opinions/Opinion/4/_category,sentences/sentence/0/Opinions/Opinion/4/_polarity,sentences/sentence/0/Opinions/Opinion/4/_from,sentences/sentence/0/Opinions/Opinion/4/_to,sentences/sentence/0/Opinions/Opinion/5/_target,sentences/sentence/0/Opinions/Opinion/5/_category,sentences/sentence/0/Opinions/Opinion/5/_polarity,sentences/sentence/0/Opinions/Opinion/5/_from,sentences/sentence/0/Opinions/Opinion/5/_to,sentences/sentence/0/Opinions/Opinion/6/_target,sentences/sentence/0/Opinions/Opinion/6/_category,sentences/sentence/0/Opinions/Opinion/6/_polarity,sentences/sentence/0/Opinions/Opinion/6/_from,sentences/sentence/0/Opinions/Opinion/6/_to,sentences/sentence/1/Opinions/Opinion/3/_target,sentences/sentence/1/Opinions/Opinion/3/_category,sentences/sentence/1/Opinions/Opinion/3/_polarity,sentences/sentence/1/Opinions/Opinion/3/_from,sentences/sentence/1/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/2/_target,sentences/sentence/2/Opinions/Opinion/2/_category,sentences/sentence/2/Opinions/Opinion/2/_polarity,sentences/sentence/2/Opinions/Opinion/2/_from,sentences/sentence/2/Opinions/Opinion/2/_to,sentences/sentence/2/Opinions/Opinion/3/_target,sentences/sentence/2/Opinions/Opinion/3/_category,sentences/sentence/2/Opinions/Opinion/3/_polarity,sentences/sentence/2/Opinions/Opinion/3/_from,sentences/sentence/2/Opinions/Opinion/3/_to
Mac and cheese is amazing and deceptively filling.,Mac and cheese,FOOD#QUALITY,positive,0,14,406:0,406,Mac and cheese,FOOD#STYLE_OPTIONS,positive,0,14,Try a biscuit bomb for an app with a friend.,biscuit bomb,FOOD#QUALITY,positive,6,18,406:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is just excellent!,food,FOOD#QUALITY,positive,4,8,407:0,407,,,,,,And cava too :),cava,DRINKS#QUALITY,positive,4,8,407:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont let the odd location scare you.,location,LOCATION#GENERAL,negative,17,25,408:0,408,,,,,,Its a really great place,place,RESTAURANT#GENERAL,positive,19,24,408:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't come by here at 2:30 pm or so unless you want to stand in line with a dozen + teenyboppers!,,RESTAURANT#MISCELLANEOUS,negative,0,0,409:0,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's ok!,,RESTAURANT#GENERAL,positive,0,0,410:0,410,,,,,,Kashmir Restaurant on Penang Road reins supreme!,Kashmir Restaurant,RESTAURANT#GENERAL,positive,0,18,410:1,They have more tender and more fresh chicken!,chicken,FOOD#QUALITY,positive,37,44,410:2,Fresher and tastier dal!,dal,FOOD#QUALITY,positive,20,23,410:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better biryani!,biryani,FOOD#QUALITY,positive,7,14,410:4,Fresher and softer naan - the naan here is cardboard,naan,FOOD#QUALITY,positive,19,23,410:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The mac and cheese isn't quite as good as at Mishkin's, but still a belter.",mac and cheese,FOOD#QUALITY,positive,4,18,411:0,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ties for fav shawarma in town for me.,shawarma,FOOD#QUALITY,positive,13,21,412:0,412,,,,,,"Try the vegetarian and delicious Sam Sandwich, I'm not even vegetarian and I love it.",Sam Sandwich,FOOD#QUALITY,positive,33,45,412:1,"Lamb is also amazing, not on the menu so you have to ask.",Lamb,FOOD#QUALITY,positive,0,4,412:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place rocks.,place,RESTAURANT#GENERAL,positive,5,10,413:0,413,,,,,,And only five mins from hm.,,,,,,413:1,Wooooot,,RESTAURANT#GENERAL,positive,0,0,413:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan is by far the best ever.,Dan,SERVICE#GENERAL,positive,0,3,414:0,414,,,,,,"He's fast, friendly, and gives great recommendations.",,SERVICE#GENERAL,positive,0,0,414:1,"Thanks Dan, you rock!",Dan,SERVICE#GENERAL,positive,7,10,414:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love the small, intimate setting here.",setting,AMBIENCE#GENERAL,positive,25,32,415:0,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yummy and sexy food :D,food,FOOD#QUALITY,positive,15,19,416:0,416,food,FOOD#STYLE_OPTIONS,positive,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric's best.,Eric,SERVICE#GENERAL,positive,0,4,417:0,417,,,,,,Make sure you ask for him!,,SERVICE#GENERAL,positive,0,0,417:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great ad amazing food from over 38 different country cuisines!!,food,FOOD#QUALITY,positive,17,21,418:0,418,food,FOOD#STYLE_OPTIONS,positive,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like turtles.,,,,,,419:0,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great drinks and great Ramen !,drinks,DRINKS#QUALITY,positive,6,12,420:0,420,Ramen,FOOD#QUALITY,positive,23,28,"But beware, the Ramen portions are HUGE.",Ramen,FOOD#STYLE_OPTIONS,neutral,16,21,420:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always order Breakfast here.,Breakfast,FOOD#QUALITY,positive,13,22,421:0,421,,,,,,It will never do you wrong.,,FOOD#QUALITY,positive,0,0,421:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House sauce is amazing with the beer battered fish taco.,House sauce,FOOD#QUALITY,positive,0,11,422:0,422,beer battered fish taco,FOOD#QUALITY,positive,32,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew is the best bartender in the BAR!!!,Drew,SERVICE#GENERAL,positive,0,4,423:0,423,,,,,,Go visit him.,,SERVICE#GENERAL,positive,0,0,423:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get the sampler until you figure out what your favorite tacos are.,,,,,,424:0,424,,,,,,Unlock the special and get the free Quesadilla.,Quesadilla,FOOD#PRICES,positive,36,46,424:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMG go for the Oreo milkshake.,Oreo milkshake,DRINKS#QUALITY,positive,15,29,425:0,425,,,,,,"Overall it is delicious but a little pricey. $15 for burger, fries, & shake.",,FOOD#QUALITY,positive,0,0,425:1,,,,,,,,,,,,,,,,RESTAURANT#PRICES,negative,0,0,,,,,,,,,,,,,,,,,RESTAURANT#PRICES,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dim Sum Menu is awesome.,Dim Sum Menu,FOOD#QUALITY,positive,0,12,426:0,426,,,,,,"Get the taro ""footballs"" the sio pao (steamed bbq pork buns) and the pan fried noodles.","taro ""footballs""",FOOD#QUALITY,positive,8,24,426:1,Pork chop with spicy salt is awesome.,Pork chop with spicy salt,FOOD#QUALITY,positive,0,25,426:2,,,,,,,,sio pao (steamed bbq pork buns),FOOD#QUALITY,positive,29,60,,,,,,,,,,,,,,,,pan fried noodles,FOOD#QUALITY,positive,69,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible breakfast.,breakfast,FOOD#QUALITY,positive,11,20,427:0,427,,,,,,The cornbread with maple syrup rocks.,cornbread with maple syrup,FOOD#QUALITY,positive,4,30,427:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A must try: lobster nachos.,lobster nachos,FOOD#QUALITY,positive,12,26,428:0,428,,,,,,They are fantastic and with a hint of spice,,FOOD#QUALITY,positive,0,0,428:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The new owners are awesome!,owners,SERVICE#GENERAL,positive,8,14,429:0,429,,,,,,"If you haven't been here in a while, check it out!!",,RESTAURANT#GENERAL,positive,0,0,429:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good coffee,coffee,DRINKS#QUALITY,positive,5,11,430:0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",“Tarama” (salted fist roe),FOOD#QUALITY,positive,15,41,431:0,431,sour marinated seabass,FOOD#QUALITY,positive,43,65,,,,,,,,,,,,,,,,,,,,,,,,,,,pickled tunny,FOOD#QUALITY,positive,70,83,,RESTAURANT#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
must try apple pie!!! wifi pass:lifestyle,apple pie,FOOD#QUALITY,positive,9,18,432:0,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate covered strawberries <3,chocolate covered strawberries,FOOD#QUALITY,positive,0,30,433:0,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the vinsetta burger.,vinsetta burger,FOOD#QUALITY,positive,8,23,434:0,434,,,,,,You won't be disappointed!,,FOOD#QUALITY,positive,0,0,434:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shop at Walmart then come here.,,,,,,435:0,435,,,,,,"Or, get drunk here then shop at Walmart",,,,,,435:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A good selection of food, and fast on bringing out new when the pans are empty.",food,FOOD#STYLE_OPTIONS,positive,20,24,436:0,436,,SERVICE#GENERAL,positive,0,0,"However, avoid the restroom!!!",restroom,AMBIENCE#GENERAL,negative,19,27,436:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon Bennie was quite good.,Salmon Bennie,FOOD#QUALITY,positive,0,13,437:0,437,,,,,,I come back often for the burger or skirt sandwich.,burger,FOOD#QUALITY,positive,26,32,437:1,Great selection of juices and teas.,juices,DRINKS#STYLE_OPTIONS,positive,19,25,437:2,I try to try something new every time.,,,,,,437:3,skirt sandwich,FOOD#QUALITY,positive,36,50,,,,,,,,,,,teas,DRINKS#STYLE_OPTIONS,positive,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipster's paradise.,,AMBIENCE#GENERAL,positive,0,0,438:0,438,,,,,,Try the Ethiopian Yirga.,Ethiopian Yirga,FOOD#QUALITY,positive,8,23,438:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking through the bag isn't enough.,,SERVICE#GENERAL,negative,0,0,439:0,439,,,,,,Dump it out on your seat so you don't drive home without your chicken nuggets.,,SERVICE#GENERAL,negative,0,0,439:1,"They will make good on the missing nuggets, but that's a half an hour wasted!",,SERVICE#GENERAL,positive,0,0,439:2,,,,,,,,,,,,,,,,,,,,,,,,SERVICE#GENERAL,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get the Pu Pu app platter!,Pu Pu app platter,FOOD#QUALITY,positive,8,25,440:0,440,,,,,,"Bo Bo Chicken is amazing, also!",Bo Bo Chicken,FOOD#QUALITY,positive,0,13,440:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appetizer - wood-grilled octopus,appetizer - wood-grilled octopus,FOOD#QUALITY,positive,0,32,441:0,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My all time favorite Mexican restaurant ever.,restaurant,RESTAURANT#GENERAL,positive,29,39,442:0,442,,,,,,"Been going there since I was just a kid, and nobody compares!",,RESTAURANT#GENERAL,positive,0,0,442:1,I highly recommend it!,,RESTAURANT#GENERAL,positive,0,0,442:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mmmm, speculoos mc flurry",speculoos mc flurry,FOOD#QUALITY,positive,6,25,443:0,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Make sure you grab a whole wheat pita, fresh, free and delicious!",whole wheat pita,FOOD#QUALITY,positive,21,37,444:0,444,whole wheat pita,FOOD#PRICES,positive,21,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This curry mee.,curry mee,FOOD#QUALITY,negative,5,14,445:0,445,,,,,,I order big size.. when the time it come.. so SMALL portion and it cost rm4.30.. taste bad too...,portion,FOOD#STYLE_OPTIONS,negative,52,59,445:1,,,,,,,,,,,,,,,,FOOD#PRICES,negative,0,0,,,,,,,,,,,,,,,,,FOOD#QUALITY,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best sandwich shop in Downtown Dallas... and the high-tech beverage dispenser here always provides mid-day entertainment!,sandwich shop,RESTAURANT#GENERAL,positive,5,18,446:0,446,beverage dispenser,AMBIENCE#GENERAL,positive,59,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The burgers are served on sourdough bread - and you should eat one!,burgers,FOOD#QUALITY,positive,4,11,447:0,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just saw the semifreddo go out.,semifreddo,FOOD#QUALITY,positive,13,23,448:0,448,,,,,,I'll have one of those please,,FOOD#QUALITY,positive,0,0,448:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabarb cream brulee with rabarb sorbet is perfect!,Rabarb cream brulee with rabarb sorbet,FOOD#QUALITY,positive,0,38,449:0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get the kid's breakfast with the choice of whichever egg from the menu.,breakfast,FOOD#STYLE_OPTIONS,positive,14,23,450:0,450,,,,,,Quite filling.,,FOOD#STYLE_OPTIONS,positive,0,0,450:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Armani Martini is really good.,Armani Martini,DRINKS#QUALITY,positive,4,18,451:0,451,,,,,,"For dessert, the tiramisu is one of the best around.",tiramisu,FOOD#QUALITY,positive,17,25,451:1,"On Thursdays, come for the amazing free aperitivos during Happy Hour.",aperitivos,DRINKS#QUALITY,positive,40,50,451:2,,,,,,,,,,,,,,,,,,,,,,,aperitivos,DRINKS#PRICES,positive,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thai Iced Tea and potstickers were meh, but four entrees we got were AMAZING.",Thai Iced Tea,DRINKS#QUALITY,neutral,0,13,452:0,452,potstickers,FOOD#QUALITY,neutral,18,29,Best (and most unique) Thai I've had in a long time.,Thai,FOOD#QUALITY,positive,23,27,452:1,,,,,,,,,,,,,,,,,,,,entrees,FOOD#QUALITY,positive,49,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't expect a line.,,SERVICE#GENERAL,negative,0,0,453:0,453,,,,,,You have to fight your way to place your order,,SERVICE#GENERAL,negative,0,0,453:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horrible service.,service,SERVICE#GENERAL,negative,9,16,454:0,454,,,,,,Good thing I checked my order before I left.,,SERVICE#GENERAL,negative,0,0,454:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feeling a little rich this morning,,FOOD#STYLE_OPTIONS,negative,0,0,455:0,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great place for a reasonably priced steak dinner in Vegas, service is always impeccable.",place,RESTAURANT#GENERAL,positive,6,11,456:0,456,service,SERVICE#GENERAL,positive,59,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เกี๊ยวหมู world class :thumbs_up:,,RESTAURANT#GENERAL,positive,0,0,457:0,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Roasted Pear Salad - With obviously a lot of nuts,Roasted Pear Salad,FOOD#QUALITY,positive,8,26,458:0,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food was acceptable.,Food,FOOD#QUALITY,neutral,0,4,459:0,459,,,,,,Price was alright.,,RESTAURANT#PRICES,positive,0,0,459:1,Chicken curry is not good.,Chicken curry,FOOD#QUALITY,negative,0,13,459:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Medium wings have nice kick and great flavor,Buffalo Medium wings,FOOD#QUALITY,positive,0,20,460:0,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",bistro,RESTAURANT#GENERAL,positive,18,24,461:0,461,food,FOOD#QUALITY,positive,54,58,,,,,,,,,,,,,,,,,,,,,,,,,,,service,SERVICE#GENERAL,positive,70,77,view,LOCATION#GENERAL,positive,89,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,staff,SERVICE#GENERAL,positive,109,114,,,,,,,,,,,,,,,,,,,,,,,,,
Megna have now launched their new website www.megna-cs.com allowing everyone to now order takeaway online or even book a table.,,,,,,462:0,462,,,,,,Great food if you have never tried it and delivery starting soon.,food,FOOD#QUALITY,positive,6,10,462:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New staff, not very generous with the toppings, and not very quick...",staff,SERVICE#GENERAL,negative,4,9,463:0,463,,,,,,Hope you get the senior staff!,senior staff,SERVICE#GENERAL,positive,17,29,463:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
